,X,Y,OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,SDOT_COLCODE,ROADCOND
176588,-122.3280786,47.60416123,176589,Intersection,6TH AVE AND JAMES ST,1,Property Damage Only Collision,Left Turn,4,0,0,2,0,0,0,2016-10-26 00:00:00+00:00,11.0,Wet
176589,-122.3290487,47.59239438,176590,Intersection,4TH AVE S AND S ROYAL BROUGHAM WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-08-18 00:00:00+00:00,18.0,Dry
176590,-122.3037364,47.60308817,176591,Block,22ND AVE BETWEEN E FIR ST AND E SPRUCE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-08-10 00:00:00+00:00,16.0,Dry
176591,-122.3734868,47.56755221,176592,Block,WEST SEATTLE BR WB BETWEEN POINT A AND 35TH AVE SW,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-10-15 00:00:00+00:00,26.0,Wet
176592,-122.3336489,47.62311894,176593,Block,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-09-08 00:00:00+00:00,11.0,Dry
176593,-122.3616791,47.63352924,176594,Block,W GARFIELD ST BETWEEN 3RD AVE W AND 4TH AVE W,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-11-12 00:00:00+00:00,11.0,Dry
176594,-122.3230398,47.62427245,176595,Intersection,BOYLSTON AVE E AND E MERCER ST,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,2016-10-19 00:00:00+00:00,0.0,Wet
176595,-122.3289693,47.66136335,176596,Intersection,EASTERN AVE N AND N 45TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-09-20 00:00:00+00:00,18.0,Dry
176596,-122.3167367,47.62426223,176597,Intersection,12TH AVE E AND E MERCER ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-10-20 00:00:00+00:00,11.0,Wet
176597,-122.3133632,47.57731078,176598,Block,15TH AVE S BETWEEN S FOREST ST AND S STEVENS ST,2,Injury Collision,Rear Ended,4,0,0,3,3,0,0,2016-10-08 00:00:00+00:00,14.0,Wet
176598,-122.3814562,47.56110747,176599,Intersection,FAUNTLEROY WAY SW AND SW ALASKA ST,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,2016-08-31 00:00:00+00:00,24.0,Dry
176599,-122.3436501,47.6185566,176600,Intersection,BOREALIS AVE AND DENNY WAY,2,Injury Collision,Pedestrian,4,1,0,1,1,0,0,2016-10-01 00:00:00+00:00,24.0,Wet
176600,-122.3025936,47.58837465,176601,Intersection,23RD AVE S AND S MASSACHUSETTS ST,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2016-11-26 00:00:00+00:00,11.0,Wet
176601,-122.2968655,47.5742981,176602,Block,M L KING JR WR WAY S BETWEEN S HANFORD S ST AND S HORTON ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-07-28 00:00:00+00:00,11.0,Dry
176602,-122.3102589,47.5942141,176603,Block,RAINIER AVE S BETWEEN S CHARLES N ST AND S CHARLES S ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-08-26 00:00:00+00:00,24.0,Dry
176603,-122.3347624,47.52541537,176604,Block,1ST AVE S BETWEEN S CLOVERDALE W ST AND 1ST AVS OFF S RP,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-09-08 00:00:00+00:00,14.0,Wet
176604,-122.2778702,47.55155082,176605,Block,RAINIER AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-07-25 00:00:00+00:00,14.0,Dry
176605,-122.3299789,47.58617038,176606,Intersection,3RD AVE S AND S HOLGATE ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-08-12 00:00:00+00:00,11.0,Dry
176606,-122.3201136,47.61408042,176607,Block,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2016-11-19 00:00:00+00:00,11.0,Wet
176607,-122.2952331,47.71927875,176608,Intersection,LAKE CITY WAY NE AND NE 125TH ST,2,Injury Collision,Rear Ended,5,0,0,3,1,0,0,2016-07-24 00:00:00+00:00,14.0,Dry
176608,-122.3290677,47.57268945,176609,Block,4TH AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-08-01 00:00:00+00:00,14.0,Dry
176609,-122.3507414,47.63655924,176610,Intersection,NEWTON ST AND NOB HILL AVE N,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-07-28 00:00:00+00:00,11.0,Dry
176610,-122.3523122,47.56321714,176611,Block,WEST MARGINAL WAY SW BETWEEN SW IDAHO ST AND SW ALASKA ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-10-31 00:00:00+00:00,11.0,Wet
176611,,,176612,Block,ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-08-31 00:00:00+00:00,26.0,Oil
176612,-122.3231991,47.56051146,176613,Block,AIRPORT WAY S BETWEEN S ALASKA ST AND S EDMUNDS ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-10-07 00:00:00+00:00,26.0,Wet
176613,-122.3133571,47.57905558,176614,Block,15TH AVE S BETWEEN S LANDER ST AND S MCCLELLAN ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-10-26 00:00:00+00:00,14.0,Wet
176614,-122.289878,47.55108294,176615,Block,S ORCAS ST BETWEEN 33RD AVE S AND 35TH W AVE S,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-09-15 00:00:00+00:00,28.0,Dry
176615,-122.3203175,47.69311656,176616,Intersection,8TH AVE NE AND NE 89TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-10-18 00:00:00+00:00,26.0,Wet
176616,-122.3168792,47.70855484,176617,Block,NE NORTHGATE WAY BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2016-09-14 00:00:00+00:00,11.0,Dry
176617,-122.3762118,47.67163049,176618,Intersection,15TH AVE NW AND NW 59TH ST,1,Property Damage Only Collision,Rear Ended,5,0,0,5,0,0,0,2016-10-04 00:00:00+00:00,14.0,Wet
176618,-122.3175712,47.59582098,176619,Block,S DEARBORN ST BETWEEN DEARBORN ST OFF RP AND 13TH AVE S,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-11-16 00:00:00+00:00,14.0,Dry
176619,-122.3271602,47.67844054,176620,Block,EAST GREEN LAKE WAY N BETWEEN 2ND AVE NE AND 4TH AVE NE,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-08-21 00:00:00+00:00,11.0,Dry
176620,,,176621,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-10-05 00:00:00+00:00,26.0,Dry
176621,-122.3473222,47.65476387,176622,Block,AURORA AVE N BETWEEN N 39TH ST AND N 40TH ST,2,Injury Collision,Right Turn,2,0,0,2,1,0,0,2016-11-16 00:00:00+00:00,11.0,Wet
176622,-122.2844889,47.62070372,176623,Block,DORFFEL DR E BETWEEN E JOHN N ST AND 37TH AVE E,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-14 00:00:00+00:00,13.0,Dry
176623,-122.330025,47.61300141,176624,Intersection,PIKE ST AND TERRY AVE,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-08-18 00:00:00+00:00,11.0,Dry
176624,-122.333213,47.60201533,176625,Block,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-10-25 00:00:00+00:00,11.0,Dry
176625,-122.3291031,47.57167787,176626,Intersection,4TH AVE S AND S SPOKANE NR ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-10-20 00:00:00+00:00,11.0,Wet
176626,-122.3768044,47.69151793,176627,Block,15TH AVE NW BETWEEN NW 85TH ST AND NW 87TH ST,2,Injury Collision,Rear Ended,3,0,0,3,1,0,0,2016-10-01 00:00:00+00:00,14.0,Wet
176627,-122.3870127,47.55300093,176628,Block,CALIFORNIA AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,2,Injury Collision,Angles,3,0,0,3,1,0,0,2016-09-20 00:00:00+00:00,11.0,Dry
176628,-122.3436236,47.61752806,176629,Intersection,BOREALIS AVE AND BATTERY ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-07-21 00:00:00+00:00,11.0,Dry
176629,,,176630,Block,ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-07-01 00:00:00+00:00,0.0,Dry
176630,-122.3679316,47.52103011,176631,Block,SW BARTON ST BETWEEN 26TH AVE SW AND 29TH AVE SW,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-08-11 00:00:00+00:00,24.0,Dry
176631,-122.3409215,47.6324119,176632,Block,WESTLAKE AVE N BETWEEN GALER S ST AND 8TH N AVE N,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-08-04 00:00:00+00:00,14.0,Dry
176632,-122.3118263,47.59626403,176633,Block,RAINIER AVE S BETWEEN S LANE ST AND S DEARBORN ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-11-10 00:00:00+00:00,11.0,Dry
176633,-122.3446123,47.6981696,176634,Block,AURORA AVE N BETWEEN N 95TH ST AND N 96TH S ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-03-08 00:00:00+00:00,28.0,Dry
176634,-122.3380308,47.6146106,176635,Block,VIRGINIA ST BETWEEN 6TH AVE AND WESTLAKE AVE,2,Injury Collision,Right Turn,3,0,0,2,1,0,0,2016-10-26 00:00:00+00:00,14.0,Wet
176635,-122.4018016,47.68904446,176636,Block,SEAVIEW PL NW BETWEEN SEAVIEW AVE NW AND GOLDEN GARDENS DR NW,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-09-30 00:00:00+00:00,26.0,Dry
176636,-122.3122124,47.69125032,176637,Intersection,15TH AVE NE AND NE 86TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-10-13 00:00:00+00:00,11.0,Wet
176637,-122.3894409,47.5702274,176638,Intersection,45TH AVE SW AND SW CHARLESTOWN ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2016-08-29 00:00:00+00:00,11.0,Dry
176638,-122.3482549,47.61114197,176639,Block,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,1,Property Damage Only Collision,,1,0,0,0,0,0,0,2016-07-27 00:00:00+00:00,11.0,
176639,-122.2849779,47.56514951,176640,Block,38TH AVE S BETWEEN S DAKOTA ST AND S GENESEE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-10-16 00:00:00+00:00,13.0,Wet
176640,-122.3342549,47.61851729,176641,Intersection,DENNY WAY AND FAIRVIEW AVE,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-09-16 00:00:00+00:00,14.0,Dry
176641,-122.2856856,47.55906498,176642,Block,RAINIER AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-09-16 00:00:00+00:00,26.0,Dry
176642,-122.3213961,47.58244827,176643,Block,AIRPORT WAY S BETWEEN S COLLEGE ST AND S STACY ST,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2016-10-07 00:00:00+00:00,11.0,Wet
176643,-122.3448525,47.71477675,176644,Intersection,AURORA AVE N AND N 117TH PL,2,Injury Collision,Left Turn,5,0,0,4,1,0,0,2016-09-14 00:00:00+00:00,11.0,Dry
176644,-122.2706687,47.52613435,176645,Block,S CLOVERDALE ST BETWEEN 50TH AVE S AND RAINIER AVE S,1,Property Damage Only Collision,Left Turn,5,0,0,2,0,0,0,2016-09-05 00:00:00+00:00,11.0,Dry
176645,-122.2965432,47.6830478,176646,Block,NE 75TH ST BETWEEN 28TH AVE NE AND 30TH AVE NE,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-09-14 00:00:00+00:00,14.0,Dry
176646,-122.3311463,47.67832023,176647,Block,EAST GREEN LAKE WAY N BETWEEN N 66TH ST AND SUNNYSIDE AVE N,1,Property Damage Only Collision,Parked Car,5,0,0,4,0,0,0,2016-11-03 00:00:00+00:00,13.0,Wet
176647,-122.3847018,47.65762874,176648,Intersection,22ND AVE W AND W ELMORE ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-09-24 00:00:00+00:00,11.0,Dry
176648,-122.2970769,47.57694363,176649,Block,RAINIER AVE S BETWEEN S FOREST ST AND M L KING JR WAY S,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2016-08-07 00:00:00+00:00,11.0,Dry
176649,-122.3591144,47.52649047,176650,Intersection,20TH AVE SW AND SW CLOVERDALE ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2016-07-12 00:00:00+00:00,11.0,Dry
176650,-122.3148331,47.59222659,176651,Block,14TH AVE S BETWEEN GOLF DR S AND S JUDKINS ST,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,2016-10-13 00:00:00+00:00,24.0,Wet
176651,-122.3184379,47.66494396,176652,Intersection,9TH AVE NE AND NE 50TH ST,2,Injury Collision,Left Turn,2,0,0,2,2,0,0,2016-08-28 00:00:00+00:00,11.0,Dry
176652,,,176653,Block,ALASKAN WY VI NB BETWEEN SENECA ST OFF RP AND WESTERN AV OFF RP,2,Injury Collision,Rear Ended,2,0,0,2,2,0,0,2016-09-13 00:00:00+00:00,14.0,Dry
176653,-122.3067051,47.56640458,176654,Block,BEACON WR N AVE S BETWEEN BEACON AVE S AND BEACON ER S AVE S,2,Injury Collision,Other,1,0,0,1,1,0,0,2016-11-18 00:00:00+00:00,28.0,Dry
176654,-122.3263622,47.59877465,176655,Block,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2016-08-08 00:00:00+00:00,14.0,Dry
176655,-122.2962068,47.57733075,176656,Block,M L KING JR WAY S BETWEEN S MCCLELLAN ST AND RAINIER AVE S,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2016-10-04 00:00:00+00:00,14.0,Wet
176656,-122.3231484,47.70314032,176657,Intersection,5TH AVE NE AND NE 103RD ST,2,Injury Collision,Left Turn,2,0,0,2,2,0,0,2016-08-31 00:00:00+00:00,11.0,Wet
176657,-122.3450771,47.73230966,176658,Intersection,AURORA AVE N AND N 143RD ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-11-05 00:00:00+00:00,24.0,Wet
176658,-122.2914509,47.72737951,176659,Block,ERICKSON PL NE BETWEEN 35TH AVE NE AND NE 137TH ST,1,Property Damage Only Collision,Other,6,0,0,2,0,0,0,2016-10-21 00:00:00+00:00,14.0,Dry
176659,-122.2992291,47.73380754,176660,Intersection,27TH AVE NE AND NE 145TH ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-08-24 00:00:00+00:00,11.0,Dry
176660,-122.306319,47.60801681,176661,Intersection,20TH AVE AND E CHERRY ST,2,Injury Collision,Angles,5,0,0,2,2,0,0,2016-10-30 00:00:00+00:00,11.0,Wet
176661,-122.3011793,47.6182864,176662,Block,24TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-10-10 00:00:00+00:00,0.0,Unknown
176662,-122.3362571,47.65564871,176663,Intersection,WALLINGFORD AVE N AND N 40TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-11-30 00:00:00+00:00,11.0,Wet
176663,-122.3245261,47.7231277,176664,Block,NE 130TH ST BETWEEN 130TH ST ON RP AND ROOSEVELT N WAY NE,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-08-30 00:00:00+00:00,11.0,Dry
176664,-122.3543733,47.67827677,176665,Block,PHINNEY AVE N BETWEEN N 67TH N ST AND N 68TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-11-16 00:00:00+00:00,13.0,Wet
176665,-122.3666446,47.68144536,176666,Block,NW 73RD ST BETWEEN 8TH S AVE NW AND DIBBLE AVE NW,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-10-05 00:00:00+00:00,14.0,Unknown
176666,-122.3052797,47.64935233,176667,Block,NE PACIFIC ST BETWEEN UNIV HOSPITAL DR AND MONTLAKE BLVD NE,1,Property Damage Only Collision,Rear Ended,6,0,0,2,0,0,0,2016-09-03 00:00:00+00:00,14.0,Dry
176667,-122.3566931,47.6267531,176668,Block,QUEEN ANNE AVE N BETWEEN VALLEY ST AND ALOHA ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-11-15 00:00:00+00:00,14.0,Wet
176668,-122.3283664,47.59614085,176669,Block,SEATTLE BLVD S BETWEEN 4TH AVE S AND S DEARBORN ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-10-06 00:00:00+00:00,14.0,Dry
176669,-122.3231734,47.55892,176670,Block,AIRPORT WAY S BETWEEN S EDMUNDS ST AND AIRPORT WY S VI,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-09-14 00:00:00+00:00,16.0,Dry
176670,-122.3028083,47.55990352,176671,Block,S COLUMBIAN WAY BETWEEN 24TH AVE S AND S ANGELINE E ST,2,Injury Collision,Rear Ended,4,0,0,3,3,0,0,2016-09-11 00:00:00+00:00,14.0,Dry
176671,-122.3715672,47.64135171,176672,Block,11TH AVE W BETWEEN W WHEELER ST AND SOUND VIEW N TR W,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-05 00:00:00+00:00,11.0,Dry
176672,-122.2807484,47.56348655,176673,Block,42ND AVE S BETWEEN S GENESEE ST AND S OREGON ST,2,Injury Collision,Parked Car,4,0,0,3,1,0,0,2016-09-16 00:00:00+00:00,14.0,Dry
176673,-122.3826756,47.55006254,176674,Block,FAUNTLEROY WAY SW BETWEEN SW JUNEAU ST AND 40TH N AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-10-24 00:00:00+00:00,54.0,Wet
176674,-122.3445834,47.6157522,176675,Block,4TH AVE BETWEEN BELL ST AND BATTERY ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-08-05 00:00:00+00:00,11.0,Dry
176675,-122.3496519,47.64591626,176676,Block,DEXTER AVE N BETWEEN 4TH S AVE N AND WESTLAKE AVE N,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-09-27 00:00:00+00:00,18.0,Dry
176676,-122.3044,47.65006045,176677,Block,MONTLAKE BLVD NE BETWEEN NE PACIFIC ST AND NE PACIFIC PL,2,Injury Collision,Rear Ended,5,0,0,2,4,0,0,2016-07-30 00:00:00+00:00,14.0,Dry
176677,-122.3875981,47.69057545,176678,Intersection,24TH AVE NW AND NW 85TH ST,2,Injury Collision,Cycles,1,1,1,0,1,0,0,2016-07-15 00:00:00+00:00,0.0,Ice
176678,-122.324813,47.60898123,176679,Block,BOREN AVE BETWEEN MARION ST AND MADISON ST,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2016-09-21 00:00:00+00:00,14.0,Dry
176679,-122.3127123,47.62050323,176680,Intersection,15TH AVE E AND E THOMAS S ST,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2016-08-19 00:00:00+00:00,11.0,Dry
176680,-122.3979257,47.63773571,176681,Intersection,CLISE PL W AND W CROCKETT ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-08-03 00:00:00+00:00,14.0,Dry
176681,-122.337592,47.61120737,176682,Intersection,4TH AVE AND PINE ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2016-09-07 00:00:00+00:00,11.0,Dry
176682,-122.3794655,47.66441114,176683,Block,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-08-06 00:00:00+00:00,28.0,Dry
176683,-122.3821288,47.67273065,176684,Block,20TH AVE NW BETWEEN NW 60TH ST AND NW 61ST ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-07-31 00:00:00+00:00,14.0,Dry
176684,-122.3593147,47.69061787,176685,Block,NW 85TH ST BETWEEN 1ST AVE NW AND 3RD AVE NW,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-09-13 00:00:00+00:00,14.0,Dry
176685,-122.3777037,47.56407771,176686,Intersection,FAUNTLEROY WAY SW AND SW AVALON WAY,2,Injury Collision,Angles,3,0,0,2,1,0,0,2016-08-30 00:00:00+00:00,11.0,Dry
176686,-122.3016276,47.70562143,176687,Block,LAKE CITY WAY NE BETWEEN 24TH AVE NE AND NE 107TH ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-10-16 00:00:00+00:00,14.0,Wet
176687,-122.3711691,47.54494822,176688,Block,31ST AVE SW BETWEEN SW BATAAN ST AND SW MORGAN E ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-11-12 00:00:00+00:00,13.0,Unknown
176688,-122.3138115,47.67943354,176689,Block,NE 70TH ST BETWEEN BROOKLYN AVE NE AND 14TH AVE NE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-10-01 00:00:00+00:00,11.0,Wet
176689,-122.2975133,47.66122149,176690,Block,NE 45TH ST BETWEEN MONTLAKE BLVD NE AND U VILLAGE DR,2,Injury Collision,Rear Ended,4,0,0,3,1,0,0,2016-11-04 00:00:00+00:00,14.0,Dry
176690,-122.2878361,47.56281827,176691,Intersection,RAINIER AVE S AND S OREGON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-10-26 00:00:00+00:00,11.0,Wet
176691,-122.2536181,47.51568877,176692,Block,RAINIER AVE S BETWEEN S PILGRIM ST AND S NORFOLK ST,2,Injury Collision,Rear Ended,6,0,0,3,2,0,0,2016-08-27 00:00:00+00:00,14.0,Dry
176692,-122.2781328,47.54894315,176693,Intersection,44TH AVE S AND S KENNY ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-11-28 00:00:00+00:00,14.0,Wet
176693,-122.3760027,47.63204299,176694,Block,W GALER ST BETWEEN ELLIOTT AVE W AND ALASKAN WAY W,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-09-22 00:00:00+00:00,26.0,Dry
176694,-122.2888216,47.5607536,176695,Intersection,35TH AVE S AND S ALASKA ST,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2016-06-18 00:00:00+00:00,0.0,Unknown
176695,-122.3633122,47.56563474,176696,Block,DELRIDGE WAY SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,2,Injury Collision,Rear Ended,4,0,0,3,1,0,0,2016-09-21 00:00:00+00:00,14.0,Dry
176696,-122.3115296,47.59587388,176697,Intersection,RAINIER AVE S AND S DEARBORN ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-09-11 00:00:00+00:00,11.0,Dry
176697,-122.3270968,47.61147901,176698,Intersection,BOREN AVE AND UNIVERSITY ST,1,Property Damage Only Collision,Rear Ended,5,0,0,2,0,0,0,2016-08-09 00:00:00+00:00,11.0,Dry
176698,-122.3435246,47.63015404,176699,Block,AURORA AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,2,Injury Collision,Rear Ended,8,0,0,3,3,0,0,2016-08-16 00:00:00+00:00,14.0,Dry
176699,-122.3025936,47.58837465,176700,Intersection,23RD AVE S AND S MASSACHUSETTS ST,2,Injury Collision,Left Turn,6,0,0,3,1,0,0,2016-10-22 00:00:00+00:00,11.0,Dry
176700,-122.3437015,47.61288566,176701,Block,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-07-20 00:00:00+00:00,14.0,Dry
176701,-122.3604763,47.67777784,176702,Intersection,3RD AVE NW AND NW 67TH ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-07-21 00:00:00+00:00,11.0,Dry
176702,-122.3534473,47.62457414,176703,Block,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-06-13 00:00:00+00:00,0.0,Wet
176703,-122.3081849,47.61290002,176704,Block,E UNION ST BETWEEN 18TH AVE AND 19TH AVE,2,Injury Collision,Angles,4,0,0,2,1,0,0,2016-10-30 00:00:00+00:00,11.0,Dry
176704,,,176705,Block,AURORA AVE N BETWEEN BATTERY ST TUNNEL NB AND THOMAS ST,2b,Serious Injury Collision,Angles,2,0,0,2,1,1,0,2016-08-18 00:00:00+00:00,11.0,Dry
176705,,,176706,,,0,Unknown,,0,0,0,0,0,0,0,2016-10-05 00:00:00+00:00,14.0,
176706,-122.3449968,47.72503555,176707,Block,AURORA AVE N BETWEEN N 130TH ST AND N 135TH ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-09-07 00:00:00+00:00,11.0,Dry
176707,-122.322206,47.6198982,176708,Intersection,HARVARD AVE E AND E OLIVE WAY,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-11-13 00:00:00+00:00,24.0,Wet
176708,-122.3261613,47.68768204,176709,Block,BANNER WAY NE BETWEEN NE 80TH ST AND 85TH ST ON RP,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-08-24 00:00:00+00:00,11.0,Dry
176709,-122.294572,47.71927498,176710,Block,NE 125TH ST BETWEEN LAKE CITY WAY NE AND 32ND AVE NE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-10-12 00:00:00+00:00,14.0,Dry
176710,-122.3341168,47.60656932,176711,Block,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-11-07 00:00:00+00:00,18.0,Dry
176711,-122.3059915,47.62441202,176712,Intersection,20TH AVE E AND E MERCER ST,0,Unknown,,0,0,0,0,0,0,0,2016-07-09 00:00:00+00:00,0.0,
176712,-122.3918789,47.63231572,176713,Intersection,THORNDYKE AVE W AND W GALER ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2016-10-26 00:00:00+00:00,11.0,Wet
176713,-122.3766363,47.52628467,176714,Block,35TH AVE SW BETWEEN SW CLOVERDALE N ST AND SW CLOVERDALE S ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-11-28 00:00:00+00:00,14.0,Dry
176714,-122.3276243,47.60534018,176715,Intersection,7TH AVE AND CHERRY ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2016-07-18 00:00:00+00:00,14.0,Dry
176715,-122.2679122,47.49640295,176716,Block,56TH PL S BETWEEN S WALLACE ST AND S 120TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-29 00:00:00+00:00,0.0,Dry
